comment,label
"Title: Philippines: Cruise ship vanishes after reporting sea monster attack  Article: A cruise ship carrying 379 passengers and crew members is reported missing near the southern Philippine island of Mindanao after presumably being attacked by an unidentified sea creature. The Star of Manilla, an ocean liner belonging to Pacific Sunshine Cruises and carrying 255 passengers and 124 crew members, sent a distress signal and several radio messages around 2:30 AM this morning before suddenly disappearing. According to the Philippine Coast Guard Commandant Admiral Wilfredo Tamayo, the ship reported being attacked by a large snake-like creature. The crew reported being attacked by a creature twice as long as their ship. They begged for help, saying a gigantic snake was trying to sink the ship. Admiral Tamayo said that two BO-105C helicopters and a San Juan-class patrol vessel were immediately dispatched to the ships last known location, but found no sign of the ocean liner. The first helicopter arrived on the site less than an hour after the last radio message, but the ship had completely disappeared. Its almost impossible for a ship this size to sink this fast, something must have dragged it under.",0
"Title: Patrick J. Buchanan: Is Mayor de Blasio an Anti-Asian Bigot? | Articles  Article: Though New York City has one of the most segregated schoolsystems in the country, writes Elizabeth Harris of The New York Times, until now, Mayor Bill de Blasio ""was all but silent on the issue."" He was ""reluctant even to use the word 'segregation.'"" Now the notion that the liberal mayor belongs in the same basket as Southern governors in the '50s and '60s like Orval Faubus of Arkansas and Ross Barnett of Mississippi seems a bit of a stretch. For what Harris [Email her] means by ""segregation"" is that in the city's eight most prestigious schools, like Stuyvesant High School and the Bronx School of Science, where admission is by written test, the makeup of the student body does not remotely resemble the racial diversity of the city. ""Black and Hispanic students make up nearly 70 percent of the city's public school students,"" writes Harris, ""but they received just 10 percent of offers for seats at specialized schools this fall."" ""About 27 percent of the offers went to white students who make up 15 percent of the student system; 52 percent went to Asian students, who up make 16 percent."" Harris later adjusted her numbers. Asians are 62 percent of students. At Stuyvesant, only 10 of 900 students being admitted this fall are black. At Stuyvesant, The Wall Street Journal writes ""2.8% of students are Latino and 0.69% black. But 72.9% are Asian-American."" Harris decries this as ""extreme school segregation."" De Blasio now demands change: ""We must be sure that the very best high schools are open to ... every kind of New Yorker."" The student bodies at the elite public schools ""need to look like New York City.""",0
"Title: 2.8 Million Barrels Per Day: Activists Pull Off Huge Crude Oil Flow Shut-Down  Article: As a part of ongoing peaceful protests against the construction of new oil pipelines in the United States, protesters across four states halted the flow of crude from Canada by closing station valves. The Standing Rock Sioux Tribe has sued the US federal government to prevent construction of the 1,160-mile Dakota Access Pipeline (DAPL), claiming that tribal administration was not consulted, even though the pipeline runs through tribal lands. Thousands have rallied against the pipeline construction, and on Tuesday, protest group Climate Direct Action orchestrated a bold demonstration: cutting through fences surrounding remote flow stations in Washington, Montana, Minnesota, and North Dakota, activists shut down the southward flow of oil through multiple pipelines. ""We are acting in response to this catastrophe we are facing,"" said Afrin Sopariwala, a spokeswoman for the group. At least four individuals were arrested in relation to the stunt, which shut down pipelines belonging to Enbridge Inc., Spectra Energy, TransCanada, and Kinder Morgan.",0
"Title: Illinois Death Watch Continues...  Article: Authored by John Rubino via DollarCollapse.com, Its been a long time coming, but Illinois slow-mo financial disaster is now front page news. A few recent examples: IDOT has told contractors that all construction work is to shut down on June 30, according to a statement. Contractors will be advised to secure work zones to ensure their safety during any potential shutdown. Illinois has gone almost two full years without a state budget, which has hit education funding throughout the state and generated more than $14 billion in unpaid bills.14 Summer is both a high-volume construction season and a vaguely ominous time to cease road repairs; just last week, IDOT released a statement warning that the heat could lead to pavement buckling or blowing out. Without a budget in place, the state is not authorized to make payments to the association or Mega Millions. Lottery proceeds are about 2% of state revenue. Speaking of revenue corporate income tax collection is down 41.3%. Sales taxes are flat. How is this supposed to work? A financial crunch is spiraling into a serious problem for Illinois lawmakers, prompting some observers to wonder if the state might make history by becoming the first to go bankrupt. At the moment, its impossible for a state to file for bankruptcy protection, which is only afforded to counties and municipalities like Detroit. Chapter 9 bankruptcy protection could be extended to states if Congress took up the issue, although Stanford Law School professor Michael McConnell noted in an article last year that he believed the precedents are iffy for extending the option to states.",0
"Title: Islamists with Ties to Terror Lobby Congress  Article: For the past three years, Islamists with ties to the Muslim Brotherhood and terrorist groups have come to Capitol Hill to lobby members of Congress on National Muslim Advocacy Day, an annual event organized by Council on American-Islamic Relations (CAIR) and the U.S. Council of Muslim Organizations (USCMO). At last years lobby day, according to the Muslim Advocacy Day website, almost 400 participants visited congressional offices. I have now published a detailed report at the Middle East Forum that profiles the Islamist activists and officials involved with this lobbying effort, and who have previously met with members of Congress and their staffers. Some of these officials are directly linked to terrorists. Others have invited prominent Islamist extremists into American mosques: providing venues for them to spread their message of hate; funneling money to their networks; and using social media to publicize and encourage their activities. Some examples of these prominent terror-linked Islamist leaders who have participated in Muslim Advocacy Day include:  1. Oussama Jammal is the secretary general of US Council of Muslim Organizations (USCMO), a coalition of American-Muslim organizations that hosts the Muslim Adovcacy Day. Jammal is also the director of the Muslim American Society - Public Affairs and Civic Engagement (MAS-PACE), a division of the Muslim American Society (MAS), which has been identified in court testimony as a front group for the Muslim Brotherhood. Jammal is also the vice president of the Mosque Foundation in Bridgeview.",1
"Title: Fred Phelps Deceased, Gay, Lesbian, and Transgendered Rights Activists Picket Funeral!  Article: Fred Phelps, founder of Westboro Baptist Church, died a few days ago. The bigoted, homophobic, and almost certainly closeted homosexual, died in Topeka Kansas. Phelps had been in a hospice, and had suffered from multiple still undisclosed severe illnesses toward the end of his life. Some sources report, that on his death bed, Fred Phelps recanted his ugly and bigoted views and embraced love, tolerance, and acceptance for all people. It is reported that a deathly-ill Phelps in the last few minutes of his life tearfully cried out and shouted Everyone is equal! Gays are just like you and me! Stop persecuting love! Stop that hating! If true, this recantation comes as far too little, far too late for most LGBT-Americans, who will forever remember the notorious Phelps as an intolerant hate-mongering funeral picketer! At a small private family service held in Topeka, several Gay, Lesbian and Transgendered rights activists with megaphones chanted, The homophobic hater is dead! and a few Gay and lesbian clergypersons chanted Fred Phelps, died and split hell wide open, burn in hell for homophobia Fred! Police were called out by the Phelps family, however they refused to disburse the protestors citing their first amendment right to protest the funeral. After the funeral service concluded, several homosexual men gathered around and on top of Phelps tombstone stomping on it repeatedly. Police then disbursed the protestors, although several individuals remained and shouted obscenities toward Phelps gravesite.",1
"Title: Pakistan Builds A Wall On Afghanistan Border To Control The Flow Of Terrorists  Article: In order to attempt to curtail the flow of terrorist between Pakistan and Afghanistan, the former country is building a wall on the border it shares with the latter. For the better security of our country and nation, we had to do this work, a Pakistani army official, Brig. Nisar. Nisar, who only uses one name, told journalists during a government-organized visit to the border that this is in Pakistans security interest. The barrier has angered the Afghan government, which disputes the location of the boundary and says the fence will tear communities apart. According to NBC News, construction began last year on two fences that parallel each other as they snake through the remote, mountainous landscape. Standing 13 feet high on the Afghan side and 11 feet on the Pakistani side, sharp spirals of silver barbed wire are cradled at the top of each. Additional coils of barbed wire have been placed on the ground in the gap between the fences, which are dotted with Pakistani military towers. Pakistans military says it will have 92 percent of the national border fenced before the end of 2019. Only three miles of the 789-mile stretch of the border along the remote southwestern province of Balochistan has been fenced so far, according to a military official who spoke to NBC News on the condition of anonymity. However, there are some parts of the border will not be fenced as they are too mountainous. Many have questioned the efficacy of border walls, and whether or not the cost is worth the outcome. But if the goal is reducing an influx of human beings, there is at least some real-world evidence that border walls are effective.",0
"Title: Insurers Blame Trump For ObamaCare Premiums Skyrocketing  Article: Washington state and New York released projections Monday that revealed insurers in their individual markets are seeking to raise premiums dramatically. As Obamacare premiums continue to skyrocket, insurance companies are blaming president Donald Trump for the price hike citing the removal of the individual mandate. Theres still a great deal of uncertainty in individual markets across the country, fueled by the Trump administrations efforts to undermine the Affordable Care Act, Washington insurance commissioner Mike Kreidler said in a statement. Instead of getting behind solutions that shore up these markets, the administration seems solely focused on undermining our health insurance system and the individuals and families who need to buy their coverage in the individual market. Well, thats not exactly what removing the individual mandate did. Lets call a spade a spade, shall we? The individual mandate was a government dictate demanding that all Americans purchase health insurance that was the right kind of insurance as determined by the government. So because people are no longer forced to purchase their product at gunpoint or under threats of extortion, the insurance companies are throwing a fit and punishing those who still buy their product. Supporters of the individual mandates repeal cite the drastic increase in premiums that hit prior to repeal in making the case that the system was inefficient long before the Trump administration introduced greater uncertainty.",1
"Title: Patrick J. Buchanan: Trump's Historic Gamble In North Korea | Articles  Article: Earlier by Pat Buchanan: A Trump Doctrine for Singapore and Beyond  President Donald Trump appears to belong to what might be called the Benjamin Disraeli school of diplomacy. The British prime minister once counseled, ""Everyone likes flattery; and when you come to Royalty you should lay it on with a trowel."" At his Singapore summit, Trump smartly saluted a North Korean general and then lavished praise on Kim Jong Un as a ""strong guy"" with a ""good personality"" and a ""great negotiator."" ""He's funny, and ... very, very smart ... and a very strategic kind of a guy. ... His country does love him."" Predictably, Trump is being scourged for this. Yet, during his trip to Peking in 1972, Richard Nixon did not confront Chairman Mao on his history of massacres and murder, though Nixon's visit came in the midst of Mao's Cultural Revolution, a nationwide pogrom. Nor did Churchill or FDR at their wartime summits confront their ally Stalin for his legendary crimes against humanity. Both gushed over ""Uncle Joe."" Still, if the Trump-Kim camaraderie goes south and the crisis of 2017, when war seemed possible, returns, Trump, as he concedes, will be charged with naivety for having placed his trust in such a tyrant. Yet, to Trump's credit, we are surely at a better place than we were a year ago when Kim was testing hydrogen bombs and ICBMs, and he and Trump were trading threats and insults in what seemed the prelude to a new Korean War. Whatever one may think of his diplomacy, Trump has, for now, lifted the specter of nuclear war from the Korean peninsula and begun a negotiating process that could lead to tolerable coexistence.",0
"Title: Mitt Romneys Ohio Problem  Article: Weve all heard the axiom, as goes Ohio, so goes the nation. In fact, no Republican has ever won the Presidency without winning Ohio. And for this years GOP presidential primary, Ohio is the top prize in what is turning out to be a critical Super Tuesday on March 6th. In fact, just yesterday analyst Sean Trende of Real Clear Politics identified Ohio as the key state between a Romney runaway and the possibility of a brokered convention. So the viability of a three-way split probably comes down to Ohio, which has a fair number of evangelicals, though not to the degree that Tennessee, Oklahoma and Georgia do. Santorum has some strengths he can draw on in the Buckeye State, as his blue-collar message could play well even among Republicans there. If he wins, it means that we probably do have a deeply divided GOP, with Gingrich taking the anti-Romney vote in the South, and Santorum taking the anti-Romney vote in the Midwest. So with Ohio holding such incredible importance to Mitt Romneys hopes of becoming President, why is he betraying the very Ohio conservatives he needs to assure victory? Let me explain. As many of you may have read already, Ohio Republicans are currently in the midst of a major power struggle between moderate Ohio Republican Party Chairman Kevin DeWine and Governor John Kasich, Ohio House Speaker William Batchelder, and other conservative elected officials. Conservatives are up in arms against DeWine for a number of offenses, such as actively working against Governor Kasich in the mainstream media, by working to divert fundraisers away from Kasich near the end of his close battle against incumbent Gov.",0
"Title: MASSIVE SWING TO BREXIT FARAGE: UK, Italy to launch EU disintegration  InvestmentWatch  Article: EU Referendum: Poll reveals massive swing to Brexit  with just 12 days to go Exclusive: polling carried out for The Independent shows that 55 per cent of UK voters intend to vote for Britain to leave the EU in the 23 June referendum The campaign to take Britain out of the EU has opened up a remarkable 10-point lead over the Remain camp, according to an exclusive poll for The Independent. The survey of 2,000 people by ORB found that 55 per cent believe the UK should leave the EU (up four points since our last poll in April), while 45 per cent want it to remain (down four points). These figures are weighted to take account of peoples likelihood to vote. It is by far the biggest lead the Leave camp has enjoyed since ORB began polling the EU issue for The Independent a year ago, when it was Remain who enjoyed a 10-point lead. Now the tables have turned. Even when the findings are not weighted for turnout, Leave is on 53 per cent (up three points since April) and Remain on 47 per cent (down three). The online poll, taken on Wednesday and Thursday, suggests the Out camp has achieved momentum at the critical time ahead of the 23 June referendum.",0
"Title: UK Lord Asks If Mosques Will Be Monitored For Hate Speech - Gets Threatened With Hate Speech Prosecution For Asking  Article: A chronicle of a society in its death throes: Lord Pearson asks if Her Majestys Government whether, in pursuit of their anti-terrorism strategy, will require preaching in mosques and teaching in madrassas in England and Wales to be monitored for hate speech against non-Muslims. In response, the Muslim Baroness Warsi issues a warning: I shall be really careful how I phrase this with reference to the original Question. Could I ask Her Majestys Government whether, in pursuit of their antiterrorism strategy, they will require preaching in the form of Oral Questions and debate in your Lordships House to be monitored for hate speech and Islamophobia against Muslims? So the question of whether the government will monitor the mosques for hate speech is thrust aside, and Pearson is threatened for his Islamophobia. Everyone present except for Lord Pearson appears to assume that all the mosques in the UK teach peace and brotherhood, and that this should not be questioned. It would be indiscreet to question it, as Lord Bourne says: I agree with [Baroness Warsi] about the importance of people in this House exercising discretionof course, within the bounds of free speechabout what they say. take our poll - story continues below  Will Brett Kavanaugh be confirmed to the Supreme Court? Will Brett Kavanaugh be confirmed to the Supreme Court? Will Brett Kavanaugh be confirmed to the Supreme Court? * Yes, he will be confirmed. No, he will not be confirmed. Email *  Phone This field is for validation purposes and should be left unchanged. Completing this poll grants you access to Freedom Outpost updates free of charge. You may opt out at anytime.",1
"Title: Catholic schools legal battle continues over dismissal of former counselor, coach in gay marriage  Article: NewsCatholic Church, Homosexuality JERSEY CITY, New Jersey, December 21, 2016 (LifeSiteNews)  The discrimination lawsuit filed by a former New Jersey Catholic high school employee fired for entering into a homosexual marriage will move forward after a state appeals court declined review of a superior court decision allowing the suit to progress. Kate Drumgoole sued Paramus Catholic High School and the Archdiocese of Newark in April, claiming her dismissal last January violated the states anti-discrimination law and intentionally inflicted emotional distress. Drumgoole was fired as dean of guidance and head girls basketball coach after administrators learned she was married to another woman, which the school conceded in court last August, arguing it did not violate discrimination law because of the expectation for employees to abide by Catholic Church teaching. ""She was terminated for violating the Ministerial Policies and the Code of Ethics  in failing to abide by the tenets of the Roman Catholic faith, i.e. by entering into a same-sex marriage,"" the schools motion had said. Additionally, Drumgoole had signed an agreement more than once since she was hired to follow the Roman Catholic Churchs tenets, which was part of her collective bargaining contract. The superior court judge had ruled that further discovery was warranted, saying in particular the court must look at whether Drumgoole had worked in a ministerial capacity and therefore whether the dispute is secular or ecclesiastical.",0
"Title: ""Clinton Foundation Is Charity Fraud Of Epic Proportions"", Analyst Charges In Stunning Takedown  Article: In early May, we introduced readers to Charles Ortel, a Wall Street analyst who uncovered financial discrepancies at General Electric before its stock crashed in 2008, and whom the Sunday Times of London described as ""one of the finest analysts of financial statements on the planet"" in a 2009 story detailing the troubles at AIG. Having moved on beyond simple corporate fraud, Ortel spent the past year and a half digging into something more relevant to the current US situation:""charities"", and specifically the Clinton Foundations public records, federal and state-level tax filings, and donor disclosures. Four months ago, Ortel began releasing his preliminary findings in the first of a series of up to 40 planned reports on his website. His allegation was simple: this is a charity fraud. To learn more about the Clinton Foundation, Ortel decided to ""take it apart and see how it worked"" and he has been doing that ever since February 2015. I decided, as I did with GE, lets pick one thats complicated, said Ortel. The Clinton Foundation is complicated, but its really very small compared to GE. When Ortel tried to match up the Clinton Foundations tax filings with the disclosure reports from its major donors, he said he started to find problems. That includes records from the foundations many offshootsincluding the Clinton Health Access Initiative and the Clinton Global Initiativeas well as its foreign subsidiaries. ""I decided it would be fun to cross-check what their donors thought they did when they donated to the Clinton Foundation, and thats when I got really irritated, he said.",1
"Title: After Being Kicked Off Show, Trump Supporting Pastor Tells Joy Reid To Move To Haiti %%  Article: Shortly after MSNBCs Joy Reid laid an epic smackdown on Trump supporting pastor Mark Burns and eventually kicked him off the show, Burns fled to the safety of his Twitter page to attack the cable news host. In the video, the pastor told Reid that she should move to Haiti since shes more concerned about Haitian immigrants than black Americans here in poverty. The full video: #AMJoy should moved to #Haiti since she cares more for Haitians than Black Americans here in Poverty https://t.co/xtcBTqyKI5  Pastor Mark Burns (@pastormarkburns) January 13, 2018 A portion of Burnss post-interview comments: Just wanted to say to Joy, who I consider a friend, shes always been very kind and I think fair to me, but I think obviously in the interview you just saw, if you watched Joy Reid, that she should just move to Haiti since shes more concerned about Haitian immigrants than black Americans here in poverty, in America. IF youre so concerned about the Haitians then you should move to Haiti and donate your checks to those families who are in need in Haiti. The offensive attack on Reid by Burns comes after Reid called him out for using religion to defend both Trumps racist shithole comment and his policy position that the United States should send Haitians back to their country. If the country is so broken, then how can you as a man of God justify sending people back to that country? Reid asked during the interview. Burns didnt have an adequate response and the interview unraveled from there, with the MSNBC host eventually ending the interview by telling the pastor, Youre wasting my time.",0
"Title: Fighting Islamophobia Across the Western World  Article: A specter is haunting the Western world  the specter of Islamophobia. Just ask the folks at the Institute for Social Policy & Understanding (ISPU). What is the ISPU, you ask? Why, it's an organization that is, in its own words, dedicated to creating a vibrant and truly pluralistic America, where Muslims are strong and equal participants. To this end, the ISPU conducts objective, solution-seeking research that empowers American Muslims to develop their community and fully contribute to democracy and pluralism in the United States. Founded in 2002  note the date  it has become a trusted source for information for and about American Muslims. When I glanced through the names of its directors and advisors, the name that jumped out at me was that of the not-exactly-trustworthy John Esposito, perhaps America's most infamous apologist for Islam. In his 1999 book The Islamic Threat: Myth or Reality? again, note the date  he assured readers that they had nothing to fear from the Religion of Peace. Since 9/11, he has continued to whitewash everybody's favorite faith in such books as What Everyone Needs to Know About Islam (2002) and The Future of Islam (2010). Just out from the ISPU is its American Muslim Poll 2018: From Pride to Prejudice, which seeks to gauge American's attitude toward Islam and Muslims in the era of Donald Trump, and which is a product of a collaboration with the Bridge Initiative, a multi-year research project that connects the academic study of Islamophobia with the public square and thus spread awareness of Islamophobia as an obstacle to strong pluralistic societies and therefore a threat to human dignity and civil liberties.",0
